FoldingJib,MainJib,Outreach,Height,Condition,Environment,Cd,Load
41.63,34.29,24.48,7.56,Cdyn115,Harbour,1.15,74.94
41.63,41.14,23.92,10.29,Cdyn115,Harbour,1.15,76.74
41.63,48.0,22.99,12.94,Cdyn115,Harbour,1.15,79.7
41.63,54.86,21.86,15.47,Cdyn115,Harbour,1.15,80.82
41.63,61.71,20.43,17.85,Cdyn115,Harbour,1.15,69.02
41.63,68.57,18.72,20.04,Cdyn115,Harbour,1.15,60.75
41.63,75.43,16.77,22.01,Cdyn115,Harbour,1.15,54.84
41.63,82.29,14.59,23.73,Cdyn115,Harbour,1.15,50.63
41.63,84.0,14.02,24.12,Cdyn115,Harbour,1.15,49.79
49.96,0.0,23.72,-6.86,Cdyn115,Harbour,1.15,71.91
49.96,6.86,24.93,-3.93,Cdyn115,Harbour,1.15,73.48
49.96,13.71,25.78,-0.91,Cdyn115,Harbour,1.15,70.45
49.96,20.57,26.26,2.03,Cdyn115,Harbour,1.15,68.67
49.96,27.43,26.37,5.0,Cdyn115,Harbour,1.15,68.15
49.96,34.29,26.09,7.98,Cdyn115,Harbour,1.15,68.91
49.96,41.14,25.44,10.9,Cdyn115,Harbour,1.15,70.94
49.96,48.0,24.53,13.74,Cdyn115,Harbour,1.15,74.2
49.96,54.86,23.29,16.45,Cdyn115,Harbour,1.15,67.0
49.96,61.71,21.73,18.99,Cdyn115,Harbour,1.15,59.31
49.96,68.57,19.88,21.33,Cdyn115,Harbour,1.15,53.81
49.96,75.43,17.76,23.43,Cdyn115,Harbour,1.15,49.91
49.96,82.29,15.41,25.26,Cdyn115,Harbour,1.15,47.23
49.96,84.0,14.79,25.67,Cdyn115,Harbour,1.15,46.72
58.29,0.0,25.45,-6.98,Cdyn115,Harbour,1.15,66.11
58.29,6.86,26.66,-3.93,Cdyn115,Harbour,1.15,67.3
58.29,13.71,27.49,-0.86,Cdyn115,Harbour,1.15,64.25
58.29,20.57,27.93,2.28,Cdyn115,Harbour,1.15,62.53
58.29,27.43,27.96,5.46,Cdyn115,Harbour,1.15,62.16
58.29,34.29,27.61,8.63,Cdyn115,Harbour,1.15,63.16
58.29,41.14,26.96,11.74,Cdyn115,Harbour,1.15,65.51
58.29,48.0,25.94,14.76,Cdyn115,Harbour,1.15,65.13
58.29,54.86,24.56,17.63,Cdyn115,Harbour,1.15,57.97
58.29,61.71,22.85,20.31,Cdyn115,Harbour,1.15,52.86
58.29,68.57,20.84,22.77,Cdyn115,Harbour,1.15,49.24
58.29,75.43,18.54,24.98,Cdyn115,Harbour,1.15,46.79
58.29,82.29,16.0,26.89,Cdyn115,Harbour,1.15,45.31
58.29,84.0,15.33,27.32,Cdyn115,Harbour,1.15,45.07
66.61,0.0,27.18,-6.99,Cdyn115,Harbour,1.15,61.11
66.61,6.86,28.36,-3.84,Cdyn115,Harbour,1.15,61.1
66.61,13.71,29.14,-0.57,Cdyn115,Harbour,1.15,58.13
66.61,20.57,29.5,2.78,Cdyn115,Harbour,1.15,56.58
66.61,27.43,29.48,6.16,Cdyn115,Harbour,1.15,56.48
66.61,34.29,29.11,9.51,Cdyn115,Harbour,1.15,57.81
66.61,41.14,28.34,12.8,Cdyn115,Harbour,1.15,60.57
66.61,48.0,27.18,15.97,Cdyn115,Harbour,1.15,56.73
66.61,54.86,25.65,18.97,Cdyn115,Harbour,1.15,51.97
66.61,61.71,23.77,21.78,Cdyn115,Harbour,1.15,48.62
66.61,68.57,21.58,24.34,Cdyn115,Harbour,1.15,46.39
66.61,75.43,19.09,26.62,Cdyn115,Harbour,1.15,45.1
66.61,82.29,16.35,28.59,Cdyn115,Harbour,1.15,44.65
66.61,84.0,15.63,29.03,Cdyn115,Harbour,1.15,44.66
74.94,0.0,28.87,-6.85,Cdyn115,Harbour,1.15,56.84
74.94,6.86,30.0,-3.49,Cdyn115,Harbour,1.15,55.01
74.94,13.71,30.67,-0.02,Cdyn115,Harbour,1.15,52.24
74.94,20.57,31.02,3.52,Cdyn115,Harbour,1.15,50.96
74.94,27.43,30.95,7.07,Cdyn115,Harbour,1.15,51.21
74.94,34.29,30.46,10.6,Cdyn115,Harbour,1.15,52.98
74.94,41.14,29.55,14.04,Cdyn115,Harbour,1.15,55.57
74.94,48.0,28.23,17.34,Cdyn115,Harbour,1.15,51.15
74.94,54.86,26.53,20.47,Cdyn115,Harbour,1.15,48.06
74.94,61.71,24.47,23.37,Cdyn115,Harbour,1.15,46.04
74.94,68.57,22.08,26.0,Cdyn115,Harbour,1.15,44.94
74.94,75.43,19.39,28.33,Cdyn115,Harbour,1.15,44.66
74.94,82.29,16.44,30.32,Cdyn115,Harbour,1.15,44.72
74.94,84.0,15.67,30.76,Cdyn115,Harbour,1.15,44.66
83.27,0.0,30.49,-6.46,Cdyn115,Harbour,1.15,53.2
83.27,6.86,31.52,-2.91,Cdyn115,Harbour,1.15,49.17
83.27,13.71,32.22,0.75,Cdyn115,Harbour,1.15,46.8
83.27,20.57,32.47,4.47,Cdyn115,Harbour,1.15,46.23
83.27,27.43,32.28,8.2,Cdyn115,Harbour,1.15,46.67
83.27,34.29,31.64,11.87,Cdyn115,Harbour,1.15,48.76
83.27,41.14,30.57,15.44,Cdyn115,Harbour,1.15,50.38
83.27,48.0,29.08,18.86,Cdyn115,Harbour,1.15,47.54
83.27,54.86,27.19,22.07,Cdyn115,Harbour,1.15,45.73
83.27,61.71,24.94,25.04,Cdyn115,Harbour,1.15,44.81
83.27,68.57,22.34,27.71,Cdyn115,Harbour,1.15,44.7
83.27,75.43,19.44,30.06,Cdyn115,Harbour,1.15,44.66
83.27,82.29,16.29,32.05,Cdyn115,Harbour,1.15,44.89
83.27,84.0,15.46,32.48,Cdyn115,Harbour,1.15,45.08
91.59,0.0,32.01,-5.84,Cdyn115,Harbour,1.15,47.42
91.59,6.86,33.05,-2.09,Cdyn115,Harbour,1.15,44.91
91.59,13.71,33.64,1.74,Cdyn115,Harbour,1.15,43.59
91.59,20.57,33.76,5.63,Cdyn115,Harbour,1.15,43.31
91.59,27.43,33.42,9.5,Cdyn115,Harbour,1.15,44.08
91.59,34.29,32.62,13.3,Cdyn115,Harbour,1.15,45.89
91.59,41.14,31.37,16.97,Cdyn115,Harbour,1.15,47.07
91.59,48.0,29.7,20.48,Cdyn115,Harbour,1.15,45.46
91.59,54.86,27.61,23.75,Cdyn115,Harbour,1.15,44.72
91.59,61.71,25.15,26.76,Cdyn115,Harbour,1.15,44.78
91.59,68.57,22.35,29.45,Cdyn115,Harbour,1.15,44.65
91.59,75.43,19.24,31.78,Cdyn115,Harbour,1.15,45.05
91.59,82.29,15.88,33.73,Cdyn115,Harbour,1.15,46.27
91.59,84.0,15.01,34.16,Cdyn115,Harbour,1.15,46.71
99.92,0.0,33.52,-4.98,Cdyn115,Harbour,1.15,43.86
99.92,6.86,34.45,-1.07,Cdyn115,Harbour,1.15,41.76
99.92,13.71,34.9,2.93,Cdyn115,Harbour,1.15,40.74
99.92,20.57,34.88,6.96,Cdyn115,Harbour,1.15,40.8
99.92,27.43,34.37,10.95,Cdyn115,Harbour,1.15,41.94
99.92,34.29,33.39,14.85,Cdyn115,Harbour,1.15,44.16
99.92,41.14,31.95,18.61,Cdyn115,Harbour,1.15,45.23
99.92,48.0,30.07,22.17,Cdyn115,Harbour,1.15,44.66
99.92,54.86,27.78,25.48,Cdyn115,Harbour,1.15,44.89
99.92,61.71,25.11,28.49,Cdyn115,Harbour,1.15,44.67
99.92,68.57,22.1,31.17,Cdyn115,Harbour,1.15,45.24
99.92,75.43,18.8,33.46,Cdyn115,Harbour,1.15,46.64
99.92,82.29,15.24,35.34,Cdyn115,Harbour,1.15,48.96
99.92,84.0,14.32,35.75,Cdyn115,Harbour,1.15,49.71
102.0,0.0,33.88,-4.74,Cdyn115,Harbour,1.15,43.05
102.0,6.86,34.78,-0.78,Cdyn115,Harbour,1.15,41.03
102.0,13.71,35.19,3.26,Cdyn115,Harbour,1.15,40.09
102.0,20.57,35.12,7.31,Cdyn115,Harbour,1.15,40.24
102.0,27.43,34.57,11.33,Cdyn115,Harbour,1.15,41.49
102.0,34.29,33.54,15.26,Cdyn115,Harbour,1.15,43.81
102.0,41.14,32.06,19.03,Cdyn115,Harbour,1.15,44.97
102.0,48.0,30.13,22.6,Cdyn115,Harbour,1.15,44.65
102.0,54.86,27.78,25.91,Cdyn115,Harbour,1.15,44.74
102.0,61.71,25.06,28.92,Cdyn115,Harbour,1.15,44.75
102.0,68.57,22.0,31.59,Cdyn115,Harbour,1.15,45.57
102.0,75.43,18.65,33.87,Cdyn115,Harbour,1.15,47.24
102.0,82.29,15.04,35.73,Cdyn115,Harbour,1.15,49.87
102.0,84.0,14.11,36.13,Cdyn115,Harbour,1.15,50.7
0.0,0.0,15.27,-1.37,Cdyn130h,SeaSubsea,1.3,8.18
0.0,6.86,15.88,0.52,Cdyn130h,SeaSubsea,1.3,9.59
0.0,13.71,16.27,2.48,Cdyn130h,SeaSubsea,1.3,11.55
0.0,20.57,16.42,4.46,Cdyn130h,SeaSubsea,1.3,14.28
0.0,27.43,16.33,6.44,Cdyn130h,SeaSubsea,1.3,18.15
0.0,34.29,16.01,8.41,Cdyn130h,SeaSubsea,1.3,23.87
0.0,41.14,15.45,10.31,Cdyn130h,SeaSubsea,1.3,32.86
0.0,48.0,14.67,12.14,Cdyn130h,SeaSubsea,1.3,48.66
0.0,54.86,13.68,13.87,Cdyn130h,SeaSubsea,1.3,82.71
0.0,61.71,12.48,15.46,Cdyn130h,SeaSubsea,1.3,140.0
0.0,68.57,11.11,16.7,Cdyn130h,SeaSubsea,1.3,140.0
0.0,75.43,9.58,17.76,Cdyn130h,SeaSubsea,1.3,140.0
0.0,82.29,7.9,18.64,Cdyn130h,SeaSubsea,1.3,140.0
0.0,84.0,7.46,18.83,Cdyn130h,SeaSubsea,1.3,140.0
8.33,0.0,16.29,-2.77,Cdyn130h,SeaSubsea,1.3,20.65
8.33,6.86,17.07,-0.74,Cdyn130h,SeaSubsea,1.3,23.74
8.33,13.71,17.59,1.36,Cdyn130h,SeaSubsea,1.3,28.04
8.33,20.57,17.87,3.51,Cdyn130h,SeaSubsea,1.3,34.19
8.33,27.43,17.88,5.67,Cdyn130h,SeaSubsea,1.3,43.36
8.33,34.29,17.64,7.83,Cdyn130h,SeaSubsea,1.3,58.07
8.33,41.14,17.14,9.93,Cdyn130h,SeaSubsea,1.3,84.75
8.33,48.0,16.39,11.97,Cdyn130h,SeaSubsea,1.3,121.31
8.33,54.86,15.41,13.86,Cdyn130h,SeaSubsea,1.3,127.79
8.33,61.71,14.2,15.46,Cdyn130h,SeaSubsea,1.3,135.56
8.33,68.57,12.79,16.9,Cdyn130h,SeaSubsea,1.3,140.0
8.33,75.43,11.19,18.16,Cdyn130h,SeaSubsea,1.3,106.44
8.33,82.29,9.43,19.24,Cdyn130h,SeaSubsea,1.3,83.99
8.33,84.0,8.99,19.47,Cdyn130h,SeaSubsea,1.3,79.76
16.65,0.0,17.5,-4.0,Cdyn130h,SeaSubsea,1.3,34.43
16.65,6.86,18.42,-1.83,Cdyn130h,SeaSubsea,1.3,40.29
16.65,13.71,19.07,0.44,Cdyn130h,SeaSubsea,1.3,48.71
16.65,20.57,19.44,2.77,Cdyn130h,SeaSubsea,1.3,61.43
16.65,27.43,19.53,5.13,Cdyn130h,SeaSubsea,1.3,82.27
16.65,34.29,19.34,7.49,Cdyn130h,SeaSubsea,1.3,101.95
16.65,41.14,18.87,9.8,Cdyn130h,SeaSubsea,1.3,105.19
16.65,48.0,18.13,11.96,Cdyn130h,SeaSubsea,1.3,110.06
16.65,54.86,17.12,13.9,Cdyn130h,SeaSubsea,1.3,116.48
16.65,61.71,15.87,15.7,Cdyn130h,SeaSubsea,1.3,124.35
16.65,68.57,14.38,17.34,Cdyn130h,SeaSubsea,1.3,100.97
16.65,75.43,12.71,18.8,Cdyn130h,SeaSubsea,1.3,80.34
16.65,82.29,10.95,20.06,Cdyn130h,SeaSubsea,1.3,66.97
16.65,84.0,10.49,20.35,Cdyn130h,SeaSubsea,1.3,64.36
24.98,0.0,18.88,-5.05,Cdyn130h,SeaSubsea,1.3,50.69
24.98,6.86,19.91,-2.7,Cdyn130h,SeaSubsea,1.3,61.33
24.98,13.71,20.66,-0.25,Cdyn130h,SeaSubsea,1.3,77.61
24.98,20.57,21.1,2.28,Cdyn130h,SeaSubsea,1.3,90.22
24.98,27.43,21.24,4.84,Cdyn130h,SeaSubsea,1.3,89.61
24.98,34.29,21.07,7.4,Cdyn130h,SeaSubsea,1.3,90.85
24.98,41.14,20.6,9.8,Cdyn130h,SeaSubsea,1.3,93.92
24.98,48.0,19.83,12.04,Cdyn130h,SeaSubsea,1.3,98.76
24.98,54.86,18.77,14.18,Cdyn130h,SeaSubsea,1.3,105.32
24.98,61.71,17.44,16.18,Cdyn130h,SeaSubsea,1.3,96.05
24.98,68.57,15.91,18.02,Cdyn130h,SeaSubsea,1.3,77.0
24.98,75.43,14.22,19.67,Cdyn130h,SeaSubsea,1.3,64.72
24.98,82.29,12.34,21.1,Cdyn130h,SeaSubsea,1.3,56.23
24.98,84.0,11.84,21.43,Cdyn130h,SeaSubsea,1.3,54.52
33.31,0.0,20.4,-5.89,Cdyn130h,SeaSubsea,1.3,71.91
33.31,6.86,21.52,-3.35,Cdyn130h,SeaSubsea,1.3,87.12
33.31,13.71,22.33,-0.7,Cdyn130h,SeaSubsea,1.3,82.27
33.31,20.57,22.82,2.03,Cdyn130h,SeaSubsea,1.3,79.66
33.31,27.43,22.97,4.8,Cdyn130h,SeaSubsea,1.3,79.17
33.31,34.29,22.8,7.4,Cdyn130h,SeaSubsea,1.3,79.76
33.31,41.14,22.29,9.92,Cdyn130h,SeaSubsea,1.3,82.64
33.31,48.0,21.47,12.37,Cdyn130h,SeaSubsea,1.3,87.66
33.31,54.86,20.3,14.71,Cdyn130h,SeaSubsea,1.3,90.91
33.31,61.71,18.97,16.9,Cdyn130h,SeaSubsea,1.3,73.95
33.31,68.57,17.39,18.93,Cdyn130h,SeaSubsea,1.3,62.64
33.31,75.43,15.58,20.75,Cdyn130h,SeaSubsea,1.3,54.76
33.31,82.29,13.56,22.33,Cdyn130h,SeaSubsea,1.3,49.14
33.31,84.0,13.03,22.69,Cdyn130h,SeaSubsea,1.3,48.01
41.63,0.0,22.03,-6.5,Cdyn130h,SeaSubsea,1.3,69.16
41.63,6.86,23.21,-3.76,Cdyn130h,SeaSubsea,1.3,78.17
41.63,13.71,24.05,-0.91,Cdyn130h,SeaSubsea,1.3,75.3
41.63,20.57,24.55,2.02,Cdyn130h,SeaSubsea,1.3,73.58
41.63,27.43,24.69,4.79,Cdyn130h,SeaSubsea,1.3,73.03
41.63,34.29,24.48,7.56,Cdyn130h,SeaSubsea,1.3,73.65
41.63,41.14,23.92,10.29,Cdyn130h,SeaSubsea,1.3,75.43
41.63,48.0,22.99,12.94,Cdyn130h,SeaSubsea,1.3,78.36
41.63,54.86,21.86,15.47,Cdyn130h,SeaSubsea,1.3,71.15
41.63,61.71,20.43,17.85,Cdyn130h,SeaSubsea,1.3,60.71
41.63,68.57,18.72,20.04,Cdyn130h,SeaSubsea,1.3,53.39
41.63,75.43,16.77,22.01,Cdyn130h,SeaSubsea,1.3,48.17
41.63,82.29,14.59,23.73,Cdyn130h,SeaSubsea,1.3,44.44
41.63,84.0,14.02,24.12,Cdyn130h,SeaSubsea,1.3,43.7
49.96,0.0,23.72,-6.86,Cdyn130h,SeaSubsea,1.3,63.27
49.96,6.86,24.93,-3.93,Cdyn130h,SeaSubsea,1.3,72.16
49.96,13.71,25.78,-0.91,Cdyn130h,SeaSubsea,1.3,69.2
49.96,20.57,26.26,2.03,Cdyn130h,SeaSubsea,1.3,67.44
49.96,27.43,26.37,5.0,Cdyn130h,SeaSubsea,1.3,66.93
49.96,34.29,26.09,7.98,Cdyn130h,SeaSubsea,1.3,67.68
49.96,41.14,25.44,10.9,Cdyn130h,SeaSubsea,1.3,69.69
49.96,48.0,24.53,13.74,Cdyn130h,SeaSubsea,1.3,68.57
49.96,54.86,23.29,16.45,Cdyn130h,SeaSubsea,1.3,58.92
49.96,61.71,21.73,18.99,Cdyn130h,SeaSubsea,1.3,52.12
49.96,68.57,19.88,21.33,Cdyn130h,SeaSubsea,1.3,47.26
49.96,75.43,17.76,23.43,Cdyn130h,SeaSubsea,1.3,43.8
49.96,82.29,15.41,25.26,Cdyn130h,SeaSubsea,1.3,41.43
49.96,84.0,14.79,25.67,Cdyn130h,SeaSubsea,1.3,40.98
58.29,0.0,25.45,-6.98,Cdyn130h,SeaSubsea,1.3,58.14
58.29,6.86,26.66,-3.93,Cdyn130h,SeaSubsea,1.3,65.82
58.29,13.71,27.49,-0.86,Cdyn130h,SeaSubsea,1.3,63.07
58.29,20.57,27.93,2.28,Cdyn130h,SeaSubsea,1.3,61.36
58.29,27.43,27.96,5.46,Cdyn130h,SeaSubsea,1.3,61.01
58.29,34.29,27.61,8.63,Cdyn130h,SeaSubsea,1.3,61.99
58.29,41.14,26.96,11.74,Cdyn130h,SeaSubsea,1.3,64.32
58.29,48.0,25.94,14.76,Cdyn130h,SeaSubsea,1.3,57.26
58.29,54.86,24.56,17.63,Cdyn130h,SeaSubsea,1.3,50.94
58.29,61.71,22.85,20.31,Cdyn130h,SeaSubsea,1.3,46.41
58.29,68.57,20.84,22.77,Cdyn130h,SeaSubsea,1.3,43.21
58.29,75.43,18.54,24.98,Cdyn130h,SeaSubsea,1.3,41.04
58.29,82.29,16.0,26.89,Cdyn130h,SeaSubsea,1.3,39.73
58.29,84.0,15.33,27.32,Cdyn130h,SeaSubsea,1.3,39.53
66.61,0.0,27.18,-6.99,Cdyn130h,SeaSubsea,1.3,53.71
66.61,6.86,28.36,-3.84,Cdyn130h,SeaSubsea,1.3,59.95
66.61,13.71,29.14,-0.57,Cdyn130h,SeaSubsea,1.3,57.02
66.61,20.57,29.5,2.78,Cdyn130h,SeaSubsea,1.3,55.48
66.61,27.43,29.48,6.16,Cdyn130h,SeaSubsea,1.3,55.38
66.61,34.29,29.11,9.51,Cdyn130h,SeaSubsea,1.3,56.7
66.61,41.14,28.34,12.8,Cdyn130h,SeaSubsea,1.3,55.72
66.61,48.0,27.18,15.97,Cdyn130h,SeaSubsea,1.3,49.84
66.61,54.86,25.65,18.97,Cdyn130h,SeaSubsea,1.3,45.63
66.61,61.71,23.77,21.78,Cdyn130h,SeaSubsea,1.3,42.67
66.61,68.57,21.58,24.34,Cdyn130h,SeaSubsea,1.3,40.69
66.61,75.43,19.09,26.62,Cdyn130h,SeaSubsea,1.3,39.55
66.61,82.29,16.35,28.59,Cdyn130h,SeaSubsea,1.3,39.15
66.61,84.0,15.63,29.03,Cdyn130h,SeaSubsea,1.3,39.16
74.94,0.0,28.87,-6.85,Cdyn130h,SeaSubsea,1.3,49.93
74.94,6.86,30.0,-3.49,Cdyn130h,SeaSubsea,1.3,53.93
74.94,13.71,30.67,-0.02,Cdyn130h,SeaSubsea,1.3,51.18
74.94,20.57,31.02,3.52,Cdyn130h,SeaSubsea,1.3,49.92
